EM_Price
159.06
159.33
157.56
158.81
162.92
192.17
209.91
226.97
223.33
213.26
209
194.85
191.46
196.97
209.67
207.61
224.15
237.78
224.96
209.53
186.82
187.24
145.05
138.71
128
126.17
127.69
124.27
120.37
151.45
192.43
219.12
169.66
133.05
133
131.04
120.57
117.45
117.81
119.04
128.44
151.28
119.27
106.86
108.21
105.57
87.38
98.96
88.81
65.56
49.98
57.59
63.11
84.95
114.57
115.88
135.14
102.51
114.34
88.77
74.32
69.03
87.82
120.12
150.6
146.6
115.86
106.12
39.87
31.98
10.98
10.36
9.23
5.8
0.17
1.38
7.45
0.12
4.2
10.84
12.36
13.75
20.68
85.2
90.23
70.05
70.02
94.93
116.52
125
118.7
102.05
90.35
112.47
94.96
20.04
15.91
14.27
10.08
13.8
21
60.9
128.07
130.17
127.26
95
94.96
70.43
30.83
22.05
80.04
108.08
148.74
169.94
160.1
155.01
129.64
123.16
102.74
121.96
112.08
107.86
104.97
104.12
109.32
134.05
128.54
146.16
131.13
120.06
125.35
122.14
119.41
123.95
149
161.94
196.98
209.56
199.95
182.94
139.82
132.71
123.39
115.08
114.87
118.79
109.58
116.95
119.34
139.38
177.16
180.64
179.5
127.06
122.01
123.35
136.91
149.42
179.92
189.95
219
249.12
257.28
231.79
215.81
211.79
196.7
200.46
192.61
185.1
172.23
172.91
174.88
203.67
233.46
240.32
225.56
199.99
193.67
169.97
167.9
176.35
184.55
195.98
215.77
229.58
212.49
187.28
179.37
176.91
136.66
180.01
176.73
168.87
164.09
165
171.3
196.95
221.46
221.78
179.53
151.36
135.02
128.35
133.68
140.61
168.15
191.92
220.57
243.35
241.18
221.31
213.13
205.48
190.1
195.91
187.2
184.89
170.24
166
162.45
160.64
162.56
157.24
121.8
115.76
121.27
97.47
87.12
89.83
116.85
171.56
194.89
191.8
140.88
121.12
104.74
109.29
101.7
88.07
98.65
99.78
99.14
104.22
99.91
93.99
88.55
88.06
60
73.03
67.23
30.08
43.25
50.12
81.78
92.47
115.71
119.11
92.33
87.18
81.39
88.59
63.23
46.55
13.33
12.94
13.78
35.25
87.91
104.25
117.19
117.11
98.58
94.91
95.89
98.52
104.18
107.01
114.51
144.52
184.58
197.13
167.3
148.44
115.49
123.05
110.94
112.68
114.82
112.3
118.28
126.86
152.72
204.2
234.06
250.06
240
220.43
199.03
182.56
150.85
149.28
157.27
145.26
173.23
174.29
115.28
105.31
91.51
101.91
87.91
94.68
93.97
99.45
106.67
103.6
110.4
134.02
184.7
194.83
174.52
137.84
136.04
118.22
111.4
105.65
97.57
99.11
110.76
118.61
117.99
102.9
95.01
95.01
74.12
17.92
15.04
15.02
13.97
15.04
33.02
90.93
123.22
107.23
102.55
95.06
77.47
65.06
35.98
42.68
67.3
86.08
108.83
110.63
101.54
86.9
86.48
86.3
63.04
71.45
62.57
74.76
84.92
95.19
119.09
140.99
185.05
189.28
173.24
150
130.99
123.17
106.81
99.89
99.26
97.42
113.84
130.9
140.49
115.87
109.75
115.66
92.46
73.73
54.32
16.63
14.38
10.96
9.06
0.1
3.62
9.42
1.94
0
-0.08
-0.35
-0.52
-0.08
0.08
15.69
99.95
121.97
112.63
102.52
101.89
101.99
100.93
104.38
99.9
98.71
92.01
88.53
87.17
80
80.08
88.28
95.06
98.22
95.09
88.15
51.8
43.11
21.24
21.56
63.16
76.93
51.28
20.02
15.39
40.06
14.62
10.73
7.48
5.71
1.43
7.6
14.37
19.75
106.69
110.06
88.28
65.51
78.22
92.02
99.9
104.92
108.77
103.46
117.78
135.59
123.63
110.71
102
102.83
92.55
89.99
82.14
80.34
79.9
88.16
95.36
117.86
185.78
211.59
180.27
144.08
135.04
121.25
117.66
118.87
125.29
136.7
155.21
162.62
135.49
108.62
100.54
99.99
85.08
81.79
78.96
82.28
88.34
97.32
101.7
118.36
147.54
155.03
126.44
109.43
103.51
89.9
89.9
100.9
109.49
162.8
205.72
230
236.86
187.04
164.6
146.62
107.6
115.07
113.04
110.33
109.29
112.36
116.77
168.5
184.77
160
137.34
117.47
112.78
107.58
105.02
105.1
112.4
113.73
146.57
155.38
134.74
110.07
104.53
109.95
98.51
94.78
100.4
98.67
99.61
100.25
95.98
116.99
133.53
125.02
107.16
98.38
100.25
89.93
97.07
93.67
98.52
119.54
146.87
190.05
198.07
160.68
145.54
135.13
132.89
150.09
152.6
174.05
187.92
190.69
237.17
249.98
263.46
275.57
267.37
245.75
213.02
196.64
178.97
177.04
197.47
225.08
259.9
299
300.7
277.91
235.8
242.15
212.09
195.65
180.7
174.44
172.31
174.5
177.1
186.05
191.54
189.37
173.75
154.07
144.76
116.53
114
111.68
151.54
176.15
229.9
275.76
274.5
220.7
197.8
197.78
197.22
177.39
174.06
185.57
178.26
197
217
284.97
322.9
308.9
267.3
163.82
145.55
137.09
135.4
141.17
198.24
253.79
280.56
300
282.19
207.32
137.24
163.3
140.09
143.17
143.15
149.74
163.5
173.15
194.03
268.04
286.73
284.91
217.58
179.33
222.33
220
221.5
235.02
261.24
283.2
315.87
362.75
354.11
315.87
286
266.94
245.47
