EM_Price
50.05
41.33
43.22
45.46
37.67
39.7
40.59
43.26
49.66
70.05
76.79
84.1
94.74
96.8
97.17
101
126.6
149.97
146.33
140.28
121.88
102.61
97.46
85.16
57.08
52.59
48.97
34.94
29.56
33.97
34.52
41.8
48.95
60.01
70.09
66.26
64.54
46.96
40.01
29.11
32.76
42.97
60.96
60.94
54.12
46.16
46.29
32.93
0.31
-0.01
-0.07
-1.05
-1
0.32
37.55
88.76
122.93
110.17
93.38
90.73
82.37
80.9
80.99
98.05
123.51
148.49
138
117.64
117.71
95.95
105.68
95.26
103.7
108.27
105.92
103.41
102.71
114.23
156.91
182.64
178.91
190
189.88
182.42
182.46
179.59
179
180.93
166.69
189.88
184.94
178.99
156.12
140.92
137.92
97.56
105.31
97.29
84.5
75.38
79.11
94.79
99.16
101.15
129.56
113.37
94.43
98.1
95.68
96.8
107.32
119.48
137.28
148.09
139.88
135.75
119.93
98.09
118.71
99.68
99.85
101.32
110.01
111.55
123.37
149.94
185.92
228.25
228.92
212.9
215.5
231.9
226
209.2
216.06
230.77
245.95
274.11
273.44
245.48
226.14
208.31
178.75
124.7
128.92
118.4
103.01
101.91
101.98
114.99
140.19
152.64
160.97
161.85
161.37
166.06
166.54
166.04
169.43
189.7
201.97
243.11
253.81
237.05
224.33
213.81
185.94
148.32
164.17
152.83
166
160.86
160
154.3
166
182.91
215.89
231
228.95
215.39
206.68
185
169.52
162.8
161.34
189.9
170.71
140.23
102.54
102.18
102.29
90.05
85.03
84.4
80.24
55.46
49.29
50.64
74.29
84.44
97.26
119.97
134.96
149.4
165.13
165.06
170.09
189.04
190.96
223.3
243.94
240
230.82
214.02
215.88
203.8
196.23
191.85
195.91
186.66
178.04
191.65
237.44
299.95
313.92
315
310.41
310.08
300
297.01
299.96
306.45
302.73
315.47
310.82
294.98
267.45
242.29
217.03
195.83
210.34
202.42
197.6
193
194.9
204.45
237.13
298.68
302.02
297.16
277.02
266.43
254.92
248.89
255.01
277.9
289.94
316.4
315.9
309.2
285.33
245.44
237.27
212.49
196.65
187.1
184.27
179.58
178.33
193.5
240.56
273.18
300.1
292.74
275.5
258.65
245.11
232.08
234.77
240.01
255
284.82
285.97
269.03
235.25
191.5
193.69
172.18
173.14
161.69
153.58
147.07
152.47
171.26
192.03
215.24
235.9
219.99
180.08
170.16
152.53
134.13
171.01
201.59
205.38
220.3
212.76
210
192.69
164.46
164.2
122.09
120.04
110.03
108.24
107.46
109.82
140.52
176.04
190.97
216.99
196.91
162.92
160.04
154.01
152.29
186.94
217.18
224.91
262
260.04
234.32
215.04
204.39
194.29
184.9
222.01
205.08
194.62
182.64
187.83
190.58
190.27
204.46
212.84
230
222.39
214.92
208.43
200
203.09
213.98
226.32
260
267.03
261.41
243.62
220.1
212.85
209.41
225.92
216
189.49
181.98
174.98
165.91
118.71
119.45
125.86
129.46
125.99
131.83
123.01
122.49
102.67
121.95
115
125.42
112.4
97.49
90.14
97.09
93.85
87.2
78.08
34
12.33
10.09
12.83
36.16
92.03
102.8
126
100.9
112.03
111.25
100.58
111.65
127.38
168.85
199.85
249.99
254.37
237.28
220
215.94
209.16
180
188.94
192.68
180.09
188.09
193.99
205.07
229.1
273.71
294.4
290.64
275.4
265.1
250
244.27
243.02
249.22
260
278
276.39
255.03
237.28
224.19
190.78
175.49
169.01
163.48
162.93
160.01
163.16
165.59
198.39
227.42
261.65
252.67
221.75
193.62
170.14
160.47
164.13
180.5
179.26
173.99
167.34
135.61
125.05
120.9
118.08
97.16
90.05
78.94
75.05
72.13
70.99
87.7
96.26
118.95
140.51
130.27
128.47
111.95
94.15
85.54
105.37
111.32
134.86
176.05
192.74
180
152.33
137.91
131.76
121.39
119.19
117.87
110.92
113.14
119.15
120.73
148.76
207.59
223.15
215.79
206.51
206.43
190
170.08
169.29
190
177.44
179.99
165.05
145.81
139.73
132.25
133.59
120.01
123.58
120.3
119.99
121.8
123.57
123.68
120
148.35
186
207.46
211.25
209.69
200.83
188.54
185.88
196.5
197.25
222.31
230.82
214.32
207.14
190.33
193.52
175.07
171.69
183.01
185.22
179.73
179.04
179.49
168.23
172.45
184.93
195.31
195.34
195.87
195.41
186.29
184.49
190
194
214.95
239.49
242.97
224.96
204.84
201
179.97
183.33
179.61
178.3
177.46
177.61
187.48
225.19
265
300.02
299.39
275.88
270
245.84
240.08
244
256.49
273.57
307.38
341.85
315.31
274.98
250
226.81
206.92
215.98
212.9
203.75
196.24
198.99
219.03
279.96
356.24
399.85
399.01
360
347.4
328.92
305
310
313
318.67
366.43
399.06
373.75
309.68
265
240.89
215.17
209.57
212.36
215.41
209.89
209.14
215.09
240.16
294.88
312.32
312.69
300.02
282.65
259.68
241.54
238.24
236.76
240.11
268.08
262.46
224.45
217.43
171.34
142.94
122.34
131.59
115.02
108.65
100.94
103.06
110.03
104.03
138.79
138.23
128.79
128.74
127.8
126.24
135.78
139.66
138.69
137.58
141.17
125.96
114.73
104.04
110.1
101.19
86.31
82.03
84.03
81.59
77.26
100.7
100.69
121.69
175.29
186.17
198.05
190.92
220.07
214.74
231.6
233.67
237.08
237.92
260
255.6
222.37
222.74
177.8
148.98
123.36
130.25
115.01
105.64
77.57
43.95
79.07
32.94
85.64
85.18
101.13
88.51
118.32
101.02
85.64
105.59
100.01
108.14
118.75
123.02
101.19
84.47
51.62
88.81
79.63
2.3
4.49
10.08
10.01
10.15
11.37
3.73
9.95
11.09
11.98
11.09
11.78
10
10
11.69
14.04
60.06
171.74
158.07
163.37
157.94
158.13
159.94
144.21
122.16
110.17
105.3
100
100.13
135.4
185.14
240
248.92
251.92
248.08
243.42
238.11
221.52
206.28
191.75
193.54
240.67
253.93
240.4
231.59
212.96
201.96
161.51
160.15
154.54
156.24
155.17
165.13
163.01
206.15
239.17
243.72
213
209.94
172.81
143.7
137.69
130.9
126.42
124.2
127.37
129.95
121.63
101.03
84.66
84.61
54.74
35.54
11.84
10.05
10.36
20.03
67.31
105.03
136.92
150.15
136.14
134.6
135.71
133.1
138.92
155.13
193.09
201.53
238.01
266.9
265
237
203.47
195.21
184.26
156.98
