Date;Start;End;Total;Residual;Hydro_pumped,
Jan-27, 2022;12:00 PM;1:00 PM;77532.5;34735.5;619.25
Jan-27, 2022;1:00 PM;2:00 PM;76105.5;34198.25;722.25
Jan-27, 2022;2:00 PM;3:00 PM;74642.75;34054;314.75
Jan-27, 2022;3:00 PM;4:00 PM;74326;35482;272
Jan-27, 2022;4:00 PM;5:00 PM;74409.5;36519.75;224
Jan-27, 2022;5:00 PM;6:00 PM;76730.25;38215.5;167.75
Jan-27, 2022;6:00 PM;7:00 PM;76692.25;38330.25;690
Jan-27, 2022;7:00 PM;8:00 PM;74757.25;35727.5;620.75
Jan-27, 2022;8:00 PM;9:00 PM;71038.75;30786.25;1538
Jan-27, 2022;9:00 PM;10:00 PM;67203.25;26035.25;1961.25
Jan-27, 2022;10:00 PM;11:00 PM;64177;24068.25;3478.5
Jan-27, 2022;11:00 PM;12:00 AM;60808.5;21550.75;4957.25
Jan-28, 2022;12:00 AM;1:00 AM;58242;19147;5605.25
Jan-28, 2022;1:00 AM;2:00 AM;56377.25;17245.5;5531.25
Jan-28, 2022;2:00 AM;3:00 AM;55432;16628;5983
Jan-28, 2022;3:00 AM;4:00 AM;55648.75;17310.5;5701.75
Jan-28, 2022;4:00 AM;5:00 AM;56957;18981.75;5075.25
Jan-28, 2022;5:00 AM;6:00 AM;60540.25;23281.25;3854
Jan-28, 2022;6:00 AM;7:00 AM;67574.5;30887.75;1592.25
Jan-28, 2022;7:00 AM;8:00 AM;73529.5;38747.75;58
Jan-28, 2022;8:00 AM;9:00 AM;75566.5;42073.25;22.25
Jan-28, 2022;9:00 AM;10:00 AM;75825.75;41484.25;87.25
Jan-28, 2022;10:00 AM;11:00 AM;75950.75;39806.5;365.25
Jan-28, 2022;11:00 AM;12:00 PM;75948.5;41213.25;17.75
Jan-28, 2022;12:00 PM;1:00 PM;74857.75;41081.5;216.5
Jan-28, 2022;1:00 PM;2:00 PM;72805.75;40510.25;752
Jan-28, 2022;2:00 PM;3:00 PM;71763.5;43337.25;744.75
Jan-28, 2022;3:00 PM;4:00 PM;70552.5;47418;308.25
Jan-28, 2022;4:00 PM;5:00 PM;69884;51683.25;77.5
Jan-28, 2022;5:00 PM;6:00 PM;72217;54576.75;18.75
Jan-28, 2022;6:00 PM;7:00 PM;72966.5;53424;6.5
Jan-28, 2022;7:00 PM;8:00 PM;71720.5;50649.75;282.75
Jan-28, 2022;8:00 PM;9:00 PM;67362;44720;315
Jan-28, 2022;9:00 PM;10:00 PM;63652.25;39294;292.5
Jan-28, 2022;10:00 PM;11:00 PM;61255.75;35464.5;625
Jan-28, 2022;11:00 PM;12:00 AM;58211.75;30516;901.5
Jan-29, 2022;12:00 AM;1:00 AM;55082.75;25790.75;664.5
Jan-29, 2022;1:00 AM;2:00 AM;53063.75;21572.75;1718.25
Jan-29, 2022;2:00 AM;3:00 AM;51818.75;18636.75;1911.5
Jan-29, 2022;3:00 AM;4:00 AM;51099;16594.75;3434
Jan-29, 2022;4:00 AM;5:00 AM;51112.75;15609.5;4285
Jan-29, 2022;5:00 AM;6:00 AM;51892.5;15066.25;4830.25
Jan-29, 2022;6:00 AM;7:00 AM;53116.75;14438.5;4524
Jan-29, 2022;7:00 AM;8:00 AM;56003.25;15620.25;2072.5
Jan-29, 2022;8:00 AM;9:00 AM;59803.75;18419.75;1134.5
Jan-29, 2022;9:00 AM;10:00 AM;63330.25;20132;322.75
Jan-29, 2022;10:00 AM;11:00 AM;65457;19799.25;698.75
Jan-29, 2022;11:00 AM;12:00 PM;66744.25;20126.5;471.25
Jan-29, 2022;12:00 PM;1:00 PM;65857;18683.75;1103.5
Jan-29, 2022;1:00 PM;2:00 PM;64750.25;17057;2631.75
Jan-29, 2022;2:00 PM;3:00 PM;63819;16458;2051.5
Jan-29, 2022;3:00 PM;4:00 PM;62370.75;17822.75;1023.75
Jan-29, 2022;4:00 PM;5:00 PM;62118.5;17664.25;268.5
Jan-29, 2022;5:00 PM;6:00 PM;65719.5;21569.25;353.75
Jan-29, 2022;6:00 PM;7:00 PM;66159.5;21254;239.75
Jan-29, 2022;7:00 PM;8:00 PM;63446.5;19047;484
Jan-29, 2022;8:00 PM;9:00 PM;59652.5;15819;959.25
Jan-29, 2022;9:00 PM;10:00 PM;56548.25;13281.25;1383.75
Jan-29, 2022;10:00 PM;11:00 PM;55730.25;13028.5;1505.25
Jan-29, 2022;11:00 PM;12:00 AM;52856.25;11495;3164.25
Jan-30, 2022;12:00 AM;1:00 AM;50266.5;11479.75;3461.25
Jan-30, 2022;1:00 AM;2:00 AM;47911.75;10236.75;3075.75
Jan-30, 2022;2:00 AM;3:00 AM;46752.75;9239.75;4497
Jan-30, 2022;3:00 AM;4:00 AM;46382.25;9196.75;4106.25
Jan-30, 2022;4:00 AM;5:00 AM;46409.75;9672.25;3570.25
Jan-30, 2022;5:00 AM;6:00 AM;46889.25;9583.75;3496
Jan-30, 2022;6:00 AM;7:00 AM;47477;9548.75;3245.25
Jan-30, 2022;7:00 AM;8:00 AM;48636;10096.25;2329
Jan-30, 2022;8:00 AM;9:00 AM;51142;10703;1848.25
Jan-30, 2022;9:00 AM;10:00 AM;54639.25;10759.25;2105
Jan-30, 2022;10:00 AM;11:00 AM;56905;9703;3294
Jan-30, 2022;11:00 AM;12:00 PM;58622.25;8737.5;3342.25
Jan-30, 2022;12:00 PM;1:00 PM;58978;8778;3493.25
Jan-30, 2022;1:00 PM;2:00 PM;57413.5;8225.5;4233
Jan-30, 2022;2:00 PM;3:00 PM;55453.75;9870.25;2217.75
Jan-30, 2022;3:00 PM;4:00 PM;54844.25;13570.5;1641.75
Jan-30, 2022;4:00 PM;5:00 PM;55364;19978;193
Jan-30, 2022;5:00 PM;6:00 PM;59952.75;28082.5;48.75
Jan-30, 2022;6:00 PM;7:00 PM;62612.25;33453.25;0
Jan-30, 2022;7:00 PM;8:00 PM;60536;33697.25;0
Jan-30, 2022;8:00 PM;9:00 PM;57962;33331;111.75
Jan-30, 2022;9:00 PM;10:00 PM;56349.75;33835.5;44.25
Jan-30, 2022;10:00 PM;11:00 PM;56390.25;35134.75;253.25
Jan-30, 2022;11:00 PM;12:00 AM;53944.25;32508.25;1308.5
Jan-31, 2022;12:00 AM;1:00 AM;52434.25;30308.25;2730.5
Jan-31, 2022;1:00 AM;2:00 AM;50879;26702.75;4007
Jan-31, 2022;2:00 AM;3:00 AM;50648.5;25359;4109
Jan-31, 2022;3:00 AM;4:00 AM;50785.5;26375;3524.5
Jan-31, 2022;4:00 AM;5:00 AM;52618.25;29274.75;3270
Jan-31, 2022;5:00 AM;6:00 AM;56124;32111.75;1418.25
Jan-31, 2022;6:00 AM;7:00 AM;63683.75;39479.25;857.25
Jan-31, 2022;7:00 AM;8:00 AM;70034.5;47368;36.75
Jan-31, 2022;8:00 AM;9:00 AM;73317;52138;4
Jan-31, 2022;9:00 AM;10:00 AM;74868.25;53746.25;2.5
Jan-31, 2022;10:00 AM;11:00 AM;75593;53947;10
Jan-31, 2022;11:00 AM;12:00 PM;76340.75;53935;15.75
Jan-31, 2022;12:00 PM;1:00 PM;76845.75;53923;12.75
Jan-31, 2022;1:00 PM;2:00 PM;76352.5;54133;56.5
Jan-31, 2022;2:00 PM;3:00 PM;74678;53311;18.75
Jan-31, 2022;3:00 PM;4:00 PM;73735;53413.75;148.25
Jan-31, 2022;4:00 PM;5:00 PM;73637;54233;412.25
Jan-31, 2022;5:00 PM;6:00 PM;76354.25;56828.5;89.5
Jan-31, 2022;6:00 PM;7:00 PM;77146.5;56739;3
Jan-31, 2022;7:00 PM;8:00 PM;75032.25;54198.75;220
Jan-31, 2022;8:00 PM;9:00 PM;71465;50137.75;262.25
Jan-31, 2022;9:00 PM;10:00 PM;67970;45124.25;553.5
Jan-31, 2022;10:00 PM;11:00 PM;65426.5;42658;702.25
Jan-31, 2022;11:00 PM;12:00 AM;62183;38500.5;2591.5
